donor_smiles,acceptor_smiles,pce,replicate_count,pce_std,pce_min,pce_max
CCCCCCc1ccsc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(/C=c6/sc(=C(C#N)C#N)n(CC)c6=O)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(/C=c4/sc(=C(C#N)C#N)n(CC)c4=O)sc23)cc1,0.43,1,0.0,0.43,0.43
CCCCCCc1ccsc1,CCc1ccc(C2(c3ccc(CC)cc3)c3cc4c(cc3-c3sc5cc(C6=C/C(=c7/sc(=C(C#N)C#N)n(CC)c7=O)CCC6)sc5c32)C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c-4sc3cc(C4=C/C(=c5/sc(=C(C#N)C#N)n(CC)c5=O)CCC4)sc23)cc1,2.86,1,0.0,2.86,2.86
CCCCCCc1ccsc1,CCn1nc2c(-c3cc4c(s3)-c3cc5c(cc3C4(CC)CC)-c3sc(-c4c6ccsc6c(/C=c6\sc(=C(C#N)C#N)n(CC)c6=O)c6nn(CC)nc46)cc3C5(CC)CC)c3ccsc3c(/C=c3\sc(=C(C#N)C#N)n(CC)c3=O)c2n1,7.72,1,0.0,7.72,7.72
CCCCCCc1ccsc1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,2.81,479,1.6476225874481063,0.03,15.6
CCCCCCc1ccsc1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,3.1,85,1.6127983579534568,0.05,9.5
CCCCCCc1ccsc1,Cc1ccc(-c2cc(-c3cccc(F)c3)n[nH]2)c(O)c1,1.2,1,0.0,1.2,1.2
CCCCCCc1ccsc1,O=[Ti]=O,0.82,1,0.0,0.82,0.82
CCCCCCc1ccsc1,c12c3c4c5c1c1c6c7c2c2c8c3c3c9c4c4c%10c5c5c1c1c6c6c%11c7c2c2c7c8c3c3c8c9c4c4c9c%10c5c5c1c1c6c6c%11c2c2c7c3c3c8c4c4c9c5c1c1c6c2c3c41,2.1,5,1.0707567417485635,0.38,2.56
CCCCCCc1ccsc1,c1ccc2c(c1)C1CC2C23c4c5c6c7c8c9c(c%10c%11c2c2c4c4c%12c5c5c6c6c8c8c%13c%14c%15c%16c%17c%18c%19c%20c%21c%22c%23c(c%14c%14c%24c%23c%23c%22c%22c%20c(c2c%22c%11c%23c%10c%24c9c%148)c4c%19c%12c%17c5c%16c%136)C%152C4CC(c5ccccc54)C%18%212)C713,3.6,112,1.6734610670852768,0.15,6.6
CCCCCCc1ccsc1-c1ccc(-c2cc(C)c(-c3cccs3)c3nsnc23)s1,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,0.935,16,0.4025662471362115,0.52,1.98
CCCCCCc1ccsc1-c1ccc(-c2ccc(C3=C4C(=O)N(CC(CC)CCCC)C(c5cccs5)=C4C(=O)N3CC(CC)CCCC)s2)s1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,4.38,1,0.0,4.38,4.38
CCCCCCc1ccsc1-c1ccc(-c2sc(-c3cc4c(-c5ccc(CC(CC)CCCC)s5)c5sccc5c(-c5ccc(CC(CC)CCCC)s5)c4s3)cc2CCCCCC)c2nsnc12,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,3.211,2,0.7650895372438443,2.67,3.752
CCCCCCc1ccsc1-c1nc2sc(-c3sc(-c4cc5c(s4)[Si](CC(CC)CCCC)(CC(CC)CCCC)c4sccc4-5)cc3CCCCCC)nc2s1,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,4.68,3,0.7148659548008518,4.18,5.59
CCCCCCc1csc(-c2c(F)c(F)c(-c3cc(CCCCCC)c(-c4cc5c(-c6ccc(SCC(CC)CCCC)s6)c6sccc6c(-c6ccc(SCC(CC)CCCC)s6)c5s4)s3)c3nsnc23)c1,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,1.905,6,0.7996665971932719,0.92,3.19
CCCCCCc1csc(-c2c(F)c(F)c(-c3cc(CCCCCC)c(-c4cc5c(s4)-c4sccc4[Si]5(CC(CC)CCCC)CC(CC)CCCC)s3)c3nsnc23)c1,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,3.66,3,0.0642910050732861,3.64,3.76
CCCCCCc1csc(-c2c(F)c(F)c(-c3cc(CCCCCC)c(-c4cc5c(s4)-c4sccc4[Si]5(CC(CC)CCCC)CC(CC)CCCC)s3)c3nsnc23)c1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,3.8,12,1.564736399525492,1.6,6.33
CCCCCCc1csc(-c2c(F)c(F)c(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(OCC(CC)CCCC)c7sccc7c(OCC(CC)CCCC)c6s5)n4)s3)c3nsnc23)c1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,3.75,1,0.0,3.75,3.75
CCCCCCc1csc(-c2c(F)c(F)c(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(OCC(CC)CCCC)c7sccc7c(OCC(CC)CCCC)c6s5)n4)s3)c3nsnc23)c1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,4.035,2,0.5444722215136414,3.65,4.42
CCCCCCc1csc(-c2c(F)c(F)c(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(OCC(CC)CCCC)c7sccc7c(SCC(CC)CCCC)c6s5)c4)s3)c3nsnc23)c1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,3.1,4,0.7088723439378914,2.9,4.4
CCCCCCc1csc(-c2c(F)c(F)c(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(OCC(CC)CCCC)c7sccc7c(SCC(CC)CCCC)c6s5)c4)s3)c3nsnc23)c1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,5.0,1,0.0,5.0,5.0
CCCCCCc1csc(-c2c3ccccc3c(-c3cc(CCCCCC)c(-c4cc5c(-c6ccc(CC(CC)CCCC)s6)c6sccc6c(-c6ccc(CC(CC)CCCC)s6)c5s4)s3)c3nsnc23)c1,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,2.1100000000000003,8,0.3532476872839065,1.73,2.73
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(-c4cc(F)c(-c5cc6c(OCC(CC)CCCC)c7sc(-c8cc(F)ccc8F)cc7c(OCC(CC)CCCC)c6s5)cc4F)s3)c3nsnc23)c1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,2.53,3,0.9638983348880732,1.42,3.34
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(-c4cc5c(-c6cc(Cl)c(CC(CC)CCCC)s6)c6sccc6c(-c6cc(Cl)c(CC(CC)CCCC)s6)c5s4)s3)c3nsnc23)c1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,5.26,1,0.0,5.26,5.26
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(-c4cc5c(OCC(CC)CCCC)c6sccc6c(OCC(CC)CCCC)c5s4)s3)c3nsnc23)c1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,1.36,3,0.613297100379036,0.64,1.86
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(-c4cc5c(OCC(CC)CCCC)c6sccc6c(OCC(CC)CCCC)c5s4)s3)c3nsnc23)c1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,1.86,1,0.0,1.86,1.86
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(-c4cc5c(OCC(CC)CCCC)c6sccc6c(OCC(CC)CCCC)c5s4)s3)cc2)c1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,0.81,1,0.0,0.81,0.81
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(-c4cc5c(s4)-c4sccc4[Si](CCCC)(CCCC)[Si]5(CCCC)CCCC)s3)c3nsnc23)c1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,3.125,2,0.898025612106915,2.49,3.76
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(-c4ccc(-c5cc6c(OCC(CC)CCCC)c7sc(-c8ccccc8F)cc7c(OCC(CC)CCCC)c6s5)c(F)c4)s3)c3nsnc23)c1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,1.21,3,0.6071518206621251,1.03,2.16
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(-c7ccc(CC(CC)CCCC)s7)c7sccc7c(-c7ccc(CC(CC)CCCC)s7)c6s5)c4)s3)c3nsnc23)c1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,2.82,1,0.0,2.82,2.82
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(OCC(CC)CCCC)c7sc(-c8ccc(C9=C%10C(=O)N(CC(CC)CCCC)C(c%11ccc(-c%12cc%13c(OCC(CC)CCCC)c%14sccc%14c(OCC(CC)CCCC)c%13s%12)s%11)=C%10C(=O)N9CC(CC)CCCC)s8)cc7c(OCC(CC)CCCC)c6s5)c4)s3)c3nsnc23)c1,CCCCC(=O)OCC1(c2ccccc2)C2=CC=Cc3cccc4cccc5ccc6ccccc7cccc1c7c6c5c-4c3C2,0.955,24,2.5454986912109234,0.32,9.0
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(OCC(CC)CCCC)c7sc(-c8ccc(C9=C%10C(=O)N(CC(CC)CCCC)C(c%11ccc(-c%12cc%13c(OCC(CC)CCCC)c%14sccc%14c(OCC(CC)CCCC)c%13s%12)s%11)=C%10C(=O)N9CC(CC)CCCC)s8)cc7c(OCC(CC)CCCC)c6s5)c4)s3)c3nsnc23)c1,CCCCC(=O)OCC1(c2ccccc2)c2cccc3cccc4cccc5cccc6cccc1c6c-5c-4c-3c2,1.445,10,0.4199417949086648,0.8,2.09
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(OCC(CC)CCCC)c7sc(-c8ccc(C9=C%10C(=O)N(CC(CC)CCCC)C(c%11ccc(-c%12cc%13c(OCC(CC)CCCC)c%14sccc%14c(OCC(CC)CCCC)c%13s%12)s%11)=C%10C(=O)N9CC(CC)CCCC)s8)cc7c(OCC(CC)CCCC)c6s5)c4)s3)c3nsnc23)c1,CCCCCCC(CCCC)Cc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1SC1c3c(c4c(c5nsnc35)c3sc5c(CC(CCCC)CCCCCC)c(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c3n4CC(CC)CCCC)N(CC(CC)CCCC)C21,12.315,2,0.3464823227814078,12.07,12.56
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(OCC(CC)CCCC)c7sc(-c8ccc(C9=C%10C(=O)N(CC(CC)CCCC)C(c%11ccc(-c%12cc%13c(OCC(CC)CCCC)c%14sccc%14c(OCC(CC)CCCC)c%13s%12)s%11)=C%10C(=O)N9CC(CC)CCCC)s8)cc7c(OCC(CC)CCCC)c6s5)c4)s3)c3nsnc23)c1,CCCCCCC1(CCCCCC)c2cc3c(cc2-c2sc(/C=C4\C(=O)c5cc(Cl)ccc5C4=C(C#N)C#N)cc21)C(CCCCCC)(CCCCCC)c1cc(/C=C2\C(=O)c4cc(Cl)ccc4C2=C(C#N)C#N)sc1-3,13.105,2,0.0353553390593278,13.08,13.13
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(OCC(CC)CCCC)c7sc(-c8ccc(C9=C%10C(=O)N(CC(CC)CCCC)C(c%11ccc(-c%12cc%13c(OCC(CC)CCCC)c%14sccc%14c(OCC(CC)CCCC)c%13s%12)s%11)=C%10C(=O)N9CC(CC)CCCC)s8)cc7c(OCC(CC)CCCC)c6s5)c4)s3)c3nsnc23)c1,CCCCCCCCC(CCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc(-c6cccs6)s5)cc(c24)C1=O)C(=O)N(CC(CCCCCC)CCCCCCCC)C3=O,6.42,1,0.0,6.42,6.42
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(OCC(CC)CCCC)c7sc(-c8ccc(C9=C%10C(=O)N(CC(CC)CCCC)C(c%11ccc(-c%12cc%13c(OCC(CC)CCCC)c%14sccc%14c(OCC(CC)CCCC)c%13s%12)s%11)=C%10C(=O)N9CC(CC)CCCC)s8)cc7c(OCC(CC)CCCC)c6s5)c4)s3)c3nsnc23)c1,CCCCCCCCC(CCCCCC)CN1C(=O)c2ccc3c4c(c(-c5ccc[se]5)cc(c24)C1=O)C(=O)N(CC(CCCCCC)CCCCCCCC)C3=O,5.21,1,0.0,5.21,5.21
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(OCC(CC)CCCC)c7sc(-c8ccc(C9=C%10C(=O)N(CC(CC)CCCC)C(c%11ccc(-c%12cc%13c(OCC(CC)CCCC)c%14sccc%14c(OCC(CC)CCCC)c%13s%12)s%11)=C%10C(=O)N9CC(CC)CCCC)s8)cc7c(OCC(CC)CCCC)c6s5)c4)s3)c3nsnc23)c1,CCCCCCCCC(CCCCCC)CN1C(=O)c2ccc3c4c(c(-c5cccs5)cc(c24)C1=O)C(=O)N(CC(CCCCCC)CCCCCCCC)C3=O,4.31,1,0.0,4.31,4.31
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(OCC(CC)CCCC)c7sc(-c8ccc(C9=C%10C(=O)N(CC(CC)CCCC)C(c%11ccc(-c%12cc%13c(OCC(CC)CCCC)c%14sccc%14c(OCC(CC)CCCC)c%13s%12)s%11)=C%10C(=O)N9CC(CC)CCCC)s8)cc7c(OCC(CC)CCCC)c6s5)c4)s3)c3nsnc23)c1,CCCCCCCCCCCc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCCCC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC(CC)CCCC)c4c3n(CC(CC)CCCC)c21,9.42,4,5.012393806023891,2.93,14.58
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(OCC(CC)CCCC)c7sc(-c8ccc(C9=C%10C(=O)N(CC(CC)CCCC)C(c%11ccc(-c%12cc%13c(OCC(CC)CCCC)c%14sccc%14c(OCC(CC)CCCC)c%13s%12)s%11)=C%10C(=O)N9CC(CC)CCCC)s8)cc7c(OCC(CC)CCCC)c6s5)c4)s3)c3nsnc23)c1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)C3=C(SC4C=C(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)SC34)c3cc4c(cc32)-c2sc(/C=C3\C(=O)c5cc(F)c(F)cc5C3=C(C#N)C#N)cc2C4(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,6.21,3,0.2500666577801474,5.97,6.47
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(OCC(CC)CCCC)c7sc(-c8ccc(C9=C%10C(=O)N(CC(CC)CCCC)C(c%11ccc(-c%12cc%13c(OCC(CC)CCCC)c%14sccc%14c(OCC(CC)CCCC)c%13s%12)s%11)=C%10C(=O)N9CC(CC)CCCC)s8)cc7c(OCC(CC)CCCC)c6s5)c4)s3)c3nsnc23)c1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3c(sc4cc(C=C5C(=O)c6cc(F)ccc6C5=C(C#N)C#N)sc34)-c3sc4c5c(sc4c32)-c2sc3cc(C=C4C(=O)c6cc(F)ccc6C4=C(C#N)C#N)sc3c2C5(c2ccc(CCCCCC)cc2)c2ccc(CCCCCC)cc2)cc1,11.395,2,0.558614357137372,11.0,11.79
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(OCC(CC)CCCC)c7sc(-c8ccc(C9=C%10C(=O)N(CC(CC)CCCC)C(c%11ccc(-c%12cc%13c(OCC(CC)CCCC)c%14sccc%14c(OCC(CC)CCCC)c%13s%12)s%11)=C%10C(=O)N9CC(CC)CCCC)s8)cc7c(OCC(CC)CCCC)c6s5)c4)s3)c3nsnc23)c1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5sc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)cc5OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3scc(/C=C5/C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)c3OCC(CC)CCCC)sc2-4)cc1,6.32,3,2.103877372852325,5.79,9.67
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(OCC(CC)CCCC)c7sc(-c8ccc(C9=C%10C(=O)N(CC(CC)CCCC)C(c%11ccc(-c%12cc%13c(OCC(CC)CCCC)c%14sccc%14c(OCC(CC)CCCC)c%13s%12)s%11)=C%10C(=O)N9CC(CC)CCCC)s8)cc7c(OCC(CC)CCCC)c6s5)c4)s3)c3nsnc23)c1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc(-c5scc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)c5OCC(CC)CCCC)cc32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2cc(-c3scc(/C=C5\C(=O)c6cc(F)c(F)cc6C5=C(C#N)C#N)c3OCC(CC)CCCC)sc2-4)cc1,10.67,1,0.0,10.67,10.67
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(OCC(CC)CCCC)c7sc(-c8ccc(C9=C%10C(=O)N(CC(CC)CCCC)C(c%11ccc(-c%12cc%13c(OCC(CC)CCCC)c%14sccc%14c(OCC(CC)CCCC)c%13s%12)s%11)=C%10C(=O)N9CC(CC)CCCC)s8)cc7c(OCC(CC)CCCC)c6s5)c4)s3)c3nsnc23)c1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6/C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4/C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,2.85,2,0.2969848480983499,2.64,3.06
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(OCC(CC)CCCC)c7sc(-c8ccc(C9=C%10C(=O)N(CC(CC)CCCC)C(c%11ccc(-c%12cc%13c(OCC(CC)CCCC)c%14sccc%14c(OCC(CC)CCCC)c%13s%12)s%11)=C%10C(=O)N9CC(CC)CCCC)s8)cc7c(OCC(CC)CCCC)c6s5)c4)s3)c3nsnc23)c1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(/C=C6\C(=O)c7cc(F)c(F)cc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(/C=C4\C(=O)c5cc(F)c(F)cc5C4=C(C#N)C#N)sc23)cc1,7.0,3,3.599810180180802,0.78,7.03
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(OCC(CC)CCCC)c7sc(-c8ccc(C9=C%10C(=O)N(CC(CC)CCCC)C(c%11ccc(-c%12cc%13c(OCC(CC)CCCC)c%14sccc%14c(OCC(CC)CCCC)c%13s%12)s%11)=C%10C(=O)N9CC(CC)CCCC)s8)cc7c(OCC(CC)CCCC)c6s5)c4)s3)c3nsnc23)c1,CCCCCCc1ccc(C2(c3ccc(CCCCCC)cc3)c3cc4c(cc3-c3sc5cc(C=C6C(=O)c7ccccc7C6=C(C#N)C#N)sc5c32)C(c2ccc(CCCCCC)cc2)(c2ccc(CCCCCC)cc2)c2c-4sc3cc(C=C4C(=O)c5ccccc5C4=C(C#N)C#N)sc23)cc1,6.58,10,3.624436967769384,0.96,12.13
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(OCC(CC)CCCC)c7sc(-c8ccc(C9=C%10C(=O)N(CC(CC)CCCC)C(c%11ccc(-c%12cc%13c(OCC(CC)CCCC)c%14sccc%14c(OCC(CC)CCCC)c%13s%12)s%11)=C%10C(=O)N9CC(CC)CCCC)s8)cc7c(OCC(CC)CCCC)c6s5)c4)s3)c3nsnc23)c1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,2.12,18,2.290474449238493,0.3,7.4
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(OCC(CC)CCCC)c7sc(-c8ccc(C9=C%10C(=O)N(CC(CC)CCCC)C(c%11ccc(-c%12cc%13c(OCC(CC)CCCC)c%14sccc%14c(OCC(CC)CCCC)c%13s%12)s%11)=C%10C(=O)N9CC(CC)CCCC)s8)cc7c(OCC(CC)CCCC)c6s5)c4)s3)c3nsnc23)c1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,3.64,101,2.643317234082962,0.04,10.09
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(OCC(CC)CCCC)c7sccc7c(OCC(CC)CCCC)c6s5)c4)s3)c3nsnc23)c1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,4.18,5,0.768426964649211,3.18,5.35
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(OCC(CC)CCCC)c7sccc7c(OCC(CC)CCCC)c6s5)c4)s3)c3nsnc23)c1,COC(=O)CCCC1(c2ccccc2)C23c4c5ccc6c7cc8c9c%10c(cc%11cc%12c%13c%14c(cc%15c%16ccc-5c2c%16c2c5c%16c%17c(c(c46)c7c9c%17c4c%10c%11c%13c4c%16c%14c%152)C513)C%12)C8,5.5,1,0.0,5.5,5.5
CCCCCCc1csc(-c2ccc(-c3cc(CCCCCC)c(/C=C/c4csc(-c5cc6c(OCC(CC)CCCC)c7sccc7c(OCC(CC)CCCC)c6s5)n4)s3)c3nsnc23)c1,COC(=O)CCCC1(c2ccccc2)C23c4c5c6c7c8c9c(c%10c%11c2c2c%12c4c4c%13c5c5c7c7c8c8c%14c9c%10c9c%10c%11c2c2c%11c%12c4c4c%12c%13c5c5c7c7c8c8c%14c9c9c%10c2c2c%11c4c4c%12c5c7c5c8c9c2c45)C613,2.63,1,0.0,2.63,2.63
